Entity,Year,Combustibles fósiles (TWh),Nuclear (TWh),Geotérmica/Biomasa (TWh),Solar (TWh),Eólica (TWh),Hidroeléctrica (TWh)
Africa,1965,0.0,0.0,0.0,0.0,0.0,13.905635
Africa,1966,0.0,0.0,0.0,0.0,0.0,15.510005
Africa,1967,0.0,0.0,0.0,0.0,0.0,16.190636
Africa,1968,0.0,0.0,0.0,0.0,0.0,18.938341
Africa,1969,0.0,0.0,0.0,0.0,0.0,22.100891
Africa,1970,0.0,0.0,0.0,0.0,0.0,27.630428
Africa,1971,68.055,0.0,0.164,0.0,0.0,26.01339
Africa,1972,72.942,0.0,0.165,0.0,0.0,29.633196
Africa,1973,80.485,0.0,0.17,0.0,0.0,31.345707
Africa,1974,85.297,0.0,0.175,0.0,0.0,35.667076
Africa,1975,93.873,0.0,0.172,0.0,0.0,37.717968
Africa,1976,99.765,0.0,0.185,0.0,0.0,41.797634
Africa,1977,103.477,0.0,0.189,0.0,0.0,45.92877
Africa,1978,111.416,0.0,0.195,0.0,0.0,46.306942
Africa,1979,122.225,0.0,0.201,0.0,0.0,49.56523
Africa,1980,136.391,0.0,0.207,0.0,0.0,48.311787
Africa,1981,155.469,0.0,0.218,0.0,0.0,50.192905
Africa,1982,165.379,0.0,0.236,0.0,0.0,50.206238
Africa,1983,176.267,0.0,0.23,0.0,0.0,45.24716
Africa,1984,192.18,3.925,0.234,0.0,0.0,44.489975
Africa,1985,203.267,5.315,0.269,0.0,0.0,49.449684
Africa,1986,208.106,8.803,0.659,0.0,0.0,51.14537
Africa,1987,224.781,6.167,0.658,0.0,0.0,49.05646
Africa,1988,229.576,10.493,0.626,0.0,0.0,53.593452
Africa,1989,237.801,11.099,0.617,0.0,0.0,56.27621
Africa,1990,249.631,8.449,0.796,0.0,0.0,57.254658
Africa,1991,252.482,9.144,0.812,0.0,0.0,60.65149
Africa,1992,258.211,9.288,0.84225,0.0,0.0,57.86029
Africa,1993,272.374,7.255,0.9377,0.0,0.002,56.682507
Africa,1994,281.016,9.697,0.835,0.0,0.0054,57.59605
Africa,1995,289.332,11.301,1.0187,0.0,0.0063,59.76888
Africa,1996,306.684,11.775,1.258093,0.0,0.0071,62.31646
Africa,1997,321.521,12.647,1.3866404,0.0,0.0072,63.852497
Africa,1998,324.002,13.601,1.7125492,0.0,0.0076,66.654884
Africa,1999,332.076,12.837,1.6961248,0.0,0.0198,70.68426
Africa,2000,352.236,13.01,2.2690632,0.011941,0.1755,75.25581
Africa,2001,364.716,10.719,2.3353527,0.01496,0.41558,80.86911
Africa,2002,389.96,11.991,2.2864,0.016799714,0.44358402,85.02647
Africa,2003,411.063,12.663,2.6224,0.020059295,0.535599,82.57461
Africa,2004,435.967,13.365,2.9788496,0.02456688,0.7682805,87.21947
Africa,2005,456.926,11.293,3.0096693,0.029383464,0.7803821,88.83774
Africa,2006,479.613,10.026,3.7704048,0.03791205,0.8525656,92.049355
Africa,2007,502.82534000000004,11.317,3.1420484,0.050479364,1.0162233,95.19856
Africa,2008,509.066,13.004,3.2673957,0.07265389,1.3117782,96.96721
Africa,2009,510.993,12.806,3.5627222,0.09582155,1.5892309,99.56114
Africa,2010,558.871,12.099,3.764553,0.21605176,2.2845824,107.69848
Africa,2011,562.539,13.502,3.8587685,0.6020893,2.386504,110.75051
Africa,2012,592.082,11.954,4.0424066,0.99265915,2.5156302,111.22693
Africa,2013,603.6842049999999,14.106,4.433249,0.7875202,3.5934472,117.65244
Africa,2014,623.484531,13.794,5.462047,1.9041501,5.060073,124.08204
Africa,2015,648.395269,12.237,7.1696815,3.2586064,8.9106865,120.4148
Africa,2016,657.388939,15.026,7.231852,5.3840914,11.176371,117.42635
Africa,2017,661.079716,14.193,7.6260357,7.7734146,12.457454,126.34168
Africa,2018,669.859515,11.58,8.17267,10.053543,14.769322,134.60007
Africa,2019,668.966412,13.252,8.262966,12.894289,19.331635,139.4176
Africa,2020,653.662735,9.903,8.066416,16.058805,21.302898,146.37308
Africa,2021,676.856451,12.355,8.026317,16.515236,24.41597,153.4187
Africa,2022,678.089745,9.803,0.0,0.0,0.0,0.0
Africa (BP),1965,0.0,0.0,0.0,0.0,0.0,13.905635
Africa (BP),1966,0.0,0.0,0.0,0.0,0.0,15.510004
Africa (BP),1967,0.0,0.0,0.0,0.0,0.0,16.190636
Africa (BP),1968,0.0,0.0,0.0,0.0,0.0,18.938341
Africa (BP),1969,0.0,0.0,0.0,0.0,0.0,22.10089
Africa (BP),1970,0.0,0.0,0.0,0.0,0.0,27.63043
Africa (BP),1971,0.0,0.0,0.164,0.0,0.0,26.013391
Africa (BP),1972,0.0,0.0,0.165,0.0,0.0,29.633196
Africa (BP),1973,0.0,0.0,0.17,0.0,0.0,31.345707
Africa (BP),1974,0.0,0.0,0.175,0.0,0.0,35.667076
Africa (BP),1975,0.0,0.0,0.172,0.0,0.0,37.71797
Africa (BP),1976,0.0,0.0,0.185,0.0,0.0,41.797634
Africa (BP),1977,0.0,0.0,0.189,0.0,0.0,45.92877
Africa (BP),1978,0.0,0.0,0.195,0.0,0.0,46.30694
Africa (BP),1979,0.0,0.0,0.201,0.0,0.0,49.56523
Africa (BP),1980,0.0,0.0,0.207,0.0,0.0,48.311783
Africa (BP),1981,0.0,0.0,0.218,0.0,0.0,50.192905
Africa (BP),1982,0.0,0.0,0.236,0.0,0.0,50.206238
Africa (BP),1983,0.0,0.0,0.23,0.0,0.0,45.24716
Africa (BP),1984,0.0,0.0,0.234,0.0,0.0,44.489975
Africa (BP),1985,0.0,0.0,0.269,0.0,0.0,49.449684
Africa (BP),1986,0.0,0.0,0.659,0.0,0.0,51.145374
Africa (BP),1987,0.0,0.0,0.658,0.0,0.0,49.05646
Africa (BP),1988,0.0,0.0,0.626,0.0,0.0,53.593456
Africa (BP),1989,0.0,0.0,0.617,0.0,0.0,56.276215
Africa (BP),1990,0.0,0.0,0.796,0.0,0.0,57.254658
Africa (BP),1991,0.0,0.0,0.812,0.0,0.0,60.65149
Africa (BP),1992,0.0,0.0,0.84225,0.0,0.0,57.86029
Africa (BP),1993,0.0,0.0,0.9377,0.0,0.002,56.682507
Africa (BP),1994,0.0,0.0,0.835,0.0,0.0054,57.59605
Africa (BP),1995,0.0,0.0,1.0187,0.0,0.0063,59.768875
Africa (BP),1996,0.0,0.0,1.2580931,0.0,0.0071,62.31646
Africa (BP),1997,0.0,0.0,1.3866404,0.0,0.0072,63.852497
Africa (BP),1998,0.0,0.0,1.7125493,0.0,0.0076,66.654884
Africa (BP),1999,0.0,0.0,1.6961248,0.0,0.0198,70.68426
Africa (BP),2000,0.0,0.0,2.2690632,0.011941,0.1755,75.25581
Africa (BP),2001,0.0,0.0,2.3353527,0.01496,0.41558,80.86912
Africa (BP),2002,0.0,0.0,2.2864,0.016799713,0.443584,85.02647
Africa (BP),2003,0.0,0.0,2.6224,0.020059297,0.535599,82.5746
Africa (BP),2004,0.0,0.0,2.9788496,0.02456688,0.7682805,87.21947
Africa (BP),2005,0.0,0.0,3.0096693,0.029383464,0.7803821,88.83773
Africa (BP),2006,0.0,0.0,3.7704048,0.03791205,0.8525656,92.049355
Africa (BP),2007,0.0,0.0,3.1420484,0.050479364,1.0162233,95.19856
Africa (BP),2008,0.0,0.0,3.2673957,0.07265389,1.3117782,96.96721
Africa (BP),2009,0.0,0.0,3.5627222,0.09582156,1.5892309,99.561134
Africa (BP),2010,0.0,0.0,3.764553,0.21605176,2.2845824,107.69849
Africa (BP),2011,0.0,0.0,3.8587687,0.6020893,2.386504,110.75051
Africa (BP),2012,0.0,0.0,4.042407,0.99265915,2.5156302,111.22693
Africa (BP),2013,0.0,0.0,4.433249,0.7875202,3.5934472,117.65245
Africa (BP),2014,0.0,0.0,5.462047,1.9041501,5.060073,124.08205
Africa (BP),2015,0.0,0.0,7.1696815,3.2586064,8.9106865,120.4148
Africa (BP),2016,0.0,0.0,7.231852,5.3840914,11.176371,117.42635
Africa (BP),2017,0.0,0.0,7.6260357,7.7734146,12.457454,126.34168
Africa (BP),2018,0.0,0.0,8.17267,10.053543,14.769322,134.60008
Africa (BP),2019,0.0,0.0,8.262966,12.894289,19.331633,139.4176
Africa (BP),2020,0.0,0.0,8.066416,16.058805,21.302898,146.37308
Africa (BP),2021,0.0,0.0,8.026318,16.515236,24.41597,153.41869
Algeria,1965,0.0,0.0,0.0,0.0,0.0,0.4
Algeria,1966,0.0,0.0,0.0,0.0,0.0,0.355
Algeria,1967,0.0,0.0,0.0,0.0,0.0,0.41
Algeria,1968,0.0,0.0,0.0,0.0,0.0,0.563
Algeria,1969,0.0,0.0,0.0,0.0,0.0,0.361
Algeria,1970,0.0,0.0,0.0,0.0,0.0,0.58
Algeria,1971,0.0,0.0,0.0,0.0,0.0,0.33
Algeria,1972,0.0,0.0,0.0,0.0,0.0,0.495
Algeria,1973,0.0,0.0,0.0,0.0,0.0,0.752
Algeria,1974,0.0,0.0,0.0,0.0,0.0,0.497
Algeria,1975,0.0,0.0,0.0,0.0,0.0,0.328
Algeria,1976,0.0,0.0,0.0,0.0,0.0,0.389
Algeria,1977,0.0,0.0,0.0,0.0,0.0,0.269
Algeria,1978,0.0,0.0,0.0,0.0,0.0,0.25
Algeria,1979,0.0,0.0,0.0,0.0,0.0,0.291
Algeria,1980,0.0,0.0,0.0,0.0,0.0,0.257
Algeria,1981,0.0,0.0,0.0,0.0,0.0,0.366
Algeria,1982,0.0,0.0,0.0,0.0,0.0,0.479
Algeria,1983,0.0,0.0,0.0,0.0,0.0,0.235
Algeria,1984,0.0,0.0,0.0,0.0,0.0,0.452
Algeria,1985,0.0,0.0,0.0,0.0,0.0,0.646
Algeria,1986,0.0,0.0,0.0,0.0,0.0,0.25
Algeria,1987,0.0,0.0,0.0,0.0,0.0,0.499
Algeria,1988,0.0,0.0,0.0,0.0,0.0,0.183
Algeria,1989,0.0,0.0,0.0,0.0,0.0,0.226
Algeria,1990,0.0,0.0,0.0,0.0,0.0,0.135
Algeria,1991,0.0,0.0,0.0,0.0,0.0,0.293
Algeria,1992,0.0,0.0,0.0,0.0,0.0,0.199
Algeria,1993,0.0,0.0,0.0,0.0,0.0,0.353
Algeria,1994,0.0,0.0,0.0,0.0,0.0,0.166
Algeria,1995,0.0,0.0,0.0,0.0,0.0,0.193
Algeria,1996,0.0,0.0,0.0,0.0,0.0,0.135
Algeria,1997,0.0,0.0,0.0,0.0,0.0,0.075
Algeria,1998,0.0,0.0,0.0,0.0,0.0,0.215
Algeria,1999,0.0,0.0,0.0,0.0,0.0,0.203
Algeria,2000,0.0,0.0,0.0,0.0,0.0,0.054
Algeria,2001,0.0,0.0,0.0,0.0,0.0,0.069
Algeria,2002,0.0,0.0,0.0,0.0,0.0,0.057
Algeria,2003,0.0,0.0,0.0,0.0,0.0,0.265
Algeria,2004,0.0,0.0,0.0,0.0,0.0,0.251
Algeria,2005,0.0,0.0,0.0,0.0,0.0,0.5553
Algeria,2006,0.0,0.0,0.0,0.0,0.0,0.2176
Algeria,2007,0.0,0.0,0.0,0.0,0.0,0.226
Algeria,2008,0.0,0.0,0.0,0.0,0.0,0.283
Algeria,2009,0.0,0.0,0.0,0.0,0.0,0.342
Algeria,2010,0.0,0.0,0.0,0.0091,0.0,0.173
Algeria,2011,0.0,0.0,0.0,0.01811875,0.0,0.378
Algeria,2012,0.0,0.0,0.0,0.026723014,0.0,0.389
Algeria,2013,0.0,0.0,0.0,0.0286,0.0,0.099
Algeria,2014,0.0,0.0,0.0,0.06,0.001,0.193
Algeria,2015,0.0,0.0,0.0,0.058,0.019,0.145
Algeria,2016,0.0,0.0,0.0,0.245,0.019052055,0.072
Algeria,2017,0.0,0.0,0.0,0.504,0.019,0.056
Algeria,2018,0.0,0.0,0.0,0.603,0.01,0.117
Algeria,2019,0.0,0.0,0.0,0.615,0.01,0.152
Algeria,2020,0.0,0.0,0.0,0.685,0.0077,0.0496
Algeria,2021,0.0,0.0,0.0,0.664,0.0105,0.0093
Argentina,1965,0.0,0.0,0.0,0.0,0.0,1.2251163
Argentina,1966,0.0,0.0,0.0,0.0,0.0,1.2409302
Argentina,1967,0.0,0.0,0.0,0.0,0.0,1.2706977
Argentina,1968,0.0,0.0,0.0,0.0,0.0,1.4976745
Argentina,1969,0.0,0.0,0.0,0.0,0.0,1.3432558
Argentina,1970,0.0,0.0,0.05624185,0.0,0.0,1.5571272
Argentina,1971,0.0,0.0,0.05899074,0.0,0.0,1.5461483
Argentina,1972,0.0,0.0,0.07602739,0.0,0.0,1.5026463
Argentina,1973,0.0,0.0,0.05997025,0.0,0.0,2.9974296
Argentina,1974,0.0,0.0,0.06100323,0.0,0.0,4.994663
Argentina,1975,0.0,0.0,0.063990325,0.0,0.0,5.1947746
Argentina,1976,0.0,0.0,0.060962547,0.0,0.0,5.014902
Argentina,1977,0.0,0.0,0.064003065,0.0,0.0,5.7667804
Argentina,1978,0.0,0.0,0.06397281,0.0,0.0,7.7466183
Argentina,1979,0.0,0.0,0.09498376,0.0,0.0,10.656913
Argentina,1980,0.0,0.0,0.09901763,0.0,0.0,15.140881
Argentina,1981,0.0,0.0,0.08701801,0.0,0.0,14.684794
Argentina,1982,0.0,0.0,0.1149734,0.0,0.0,17.592196
Argentina,1983,0.0,0.0,0.15497561,0.0,0.0,18.41851
Argentina,1984,0.0,0.0,0.11498845,0.0,0.0,19.877867
Argentina,1985,0.0,0.0,0.12000641,0.0,0.0,20.653124
Argentina,1986,0.0,0.0,0.123990245,0.0,0.0,21.030247
Argentina,1987,0.0,0.0,0.10598629,0.0,0.0,21.912518
Argentina,1988,0.0,0.0,0.12296129,0.0,0.0,15.259144
Argentina,1989,0.0,0.0,0.10600155,0.0,0.0,13.187393
Argentina,1990,20.925,7.281,0.13302182,0.0,0.0,17.713175
Argentina,1991,25.404,7.756,0.1310081,0.0,0.0,15.869253
Argentina,1992,24.394,7.081,0.12998593,0.0,0.0,19.16509
Argentina,1993,23.835,7.75,0.09599508,0.0,0.0,23.768307
Argentina,1994,22.714,8.235,0.099004395,0.0,0.0,27.286676
Argentina,1995,26.252,7.066,0.119016126,0.0,0.0,26.503681
Argentina,1996,33.348,7.459,0.22302064,0.0,0.009618,22.471685
Argentina,1997,28.995,7.961,0.17875852,0.0,0.014592,27.924665
Argentina,1998,33.163,7.453,0.20689325,1.7e-05,0.032541,26.475504
Argentina,1999,46.26,7.106,0.26199996,2.6e-05,0.034781,21.396791
Argentina,2000,46.344,6.177,0.3860283,3.6e-05,0.034758,28.575241
Argentina,2001,36.372,7.059,0.36299825,4.3e-05,0.049361,36.580173
Argentina,2002,33.311,5.821,0.5299802,4.7e-05,0.073405,35.778835
Argentina,2003,41.233,7.566,0.88059855,6.5e-05,0.077954,33.800575
Argentina,2004,53.357,7.869,0.86751235,7e-05,0.072446,30.462402
Argentina,2005,55.117,6.873,0.9164998,8.1e-05,0.07171966,34.216137
Argentina,2006,57.169,7.691,1.046309,9e-05,0.06964,38.015213
Argentina,2007,65.81,7.217,1.0708514,0.0001089,0.061593,31.22015
Argentina,2008,74.129,7.33,1.2059801,0.0001437,0.04195108,31.199696
Argentina,2009,69.17,8.162,1.1889358,7.6084e-05,0.036831528,34.618187
Argentina,2010,75.274,7.171,1.4423598,8.589e-05,0.025351606,33.35991
Argentina,2011,82.028,6.371,1.4191314,0.001614,0.02659055,31.18693
Argentina,2012,90.31,6.395,1.484553,0.008172967,0.369862,29.1644
Argentina,2013,89.251,6.207,1.6066635,0.015074079,0.45335487,32.771378
Argentina,2014,90.011,5.514,1.482859,0.015944,0.619491,32.416695
Argentina,2015,95.556,7.039,1.517351,0.014683,0.593335,32.33747
Argentina,2016,99.359,8.285,1.1388094,0.014273,0.547359,29.752789
Argentina,2017,97.29132399999999,6.113613,1.3890371,0.016417,0.611567,31.594284
Argentina,2018,96.308795,6.901516,1.5898329,0.10813,1.412743,32.278667
Argentina,2019,88.73174499999999,8.478157999999999,1.6499021,0.79969794,4.9959664,27.504503
Argentina,2020,89.69901,10.706952,2.264699,1.344358,9.410639,23.669312
Argentina,2021,99.59296,10.877004999999999,2.1038966,2.1955633,12.937551,19.597536
Argentina,2022,88.728577,7.9882349999999995,0.0,0.0,0.0,0.0
Asia,1965,0.0,0.0,0.1,0.0,0.0,142.90587
Asia,1966,0.0,0.0,0.122,0.0,0.0,149.04556
Asia,1967,0.0,0.0,0.173,0.0,0.0,139.2507
Asia,1968,0.0,0.0,0.179,0.0,0.0,154.78128
Asia,1969,0.0,0.0,0.178,0.0,0.0,160.68423
Asia,1970,0.0,0.0,0.40870398,0.0,0.0,164.48134
Asia,1971,0.0,0.0,0.39761102,0.0,0.0,179.92075
Asia,1972,0.0,0.0,0.42359102,0.0,0.0,186.07146
Asia,1973,0.0,0.0,0.450998,0.0,0.0,172.98293
Asia,1974,0.0,0.0,0.514547,0.0,0.0,197.01353
Asia,1975,0.0,0.0,0.598507,0.0,0.0,212.23686
Asia,1976,0.0,0.0,0.528553,0.0,0.0,218.30035
Asia,1977,0.0,0.0,0.752774,0.0,0.0,214.44467
Asia,1978,0.0,0.0,0.967644,0.0,0.0,225.85852
Asia,1979,0.0,0.0,1.881672,0.0,0.0,244.19711
Asia,1980,0.0,0.0,3.27229,0.0,0.0,261.64688
Asia,1981,0.0,0.0,5.158717,0.0,0.0,279.014
Asia,1982,0.0,0.0,13.786909,0.0,0.0,276.3654
Asia,1983,0.0,0.0,15.969758,0.0,0.0,289.0298
Asia,1984,0.0,0.0,17.504143,0.0,0.0,289.70355
Asia,1985,0.0,0.0,18.650616,0.0,0.0,343.2253
Asia,1986,0.0,0.0,19.50979,0.0,0.0,345.83762
Asia,1987,0.0,0.0,19.839085,0.0,0.0,358.31186
Asia,1988,0.0,0.0,21.396158,0.0,0.0,411.7138
Asia,1989,0.0,0.0,23.113253,0.0,0.0,421.20538
Asia,1990,0.0,0.0,18.881407,0.004,0.033323232,444.1206
Asia,1991,0.0,0.0,19.272646,0.004,0.12300091,449.01508
Asia,1992,0.0,0.0,19.529099,0.015500001,0.22078313,452.27505
Asia,1993,0.0,0.0,19.343426,0.028500002,0.3098508,502.67566
Asia,1994,0.0,0.0,22.93912,0.036,0.578078,498.8318
Asia,1995,0.0,0.0,27.571014,0.049510103,1.1145912,538.50226
Asia,1996,0.0,0.0,28.013805,0.0725606,0.9768788,534.9226
Asia,1997,0.0,0.0,31.614063,0.116365455,1.1958565,532.8262
Asia,1998,0.0,0.0,33.696926,0.16731885,1.4579804,564.8095
Asia,1999,0.0,0.0,36.97982,0.24566661,2.029756,550.17346
Asia,2000,0.0,0.0,40.588943,0.38173443,2.382639,566.6794
Asia,2001,0.0,0.0,41.515842,0.5543564,3.2005217,611.66364
Asia,2002,0.0,0.0,42.871227,0.77081144,3.4702802,633.5691
Asia,2003,0.0,0.0,44.736835,1.0533706,4.594285,658.35077
Asia,2004,0.0,0.0,47.316742,1.390835,8.149257,775.4693
Asia,2005,0.0,0.0,52.971306,1.7684904,10.250758,803.5207
Asia,2006,0.0,0.0,56.996235,2.1937077,16.057991,884.3695
Asia,2007,0.0,0.0,63.23911,2.631334,21.330153,928.37085
Asia,2008,0.0,0.0,71.15207,3.1911235,32.621487,1053.4241
Asia,2009,0.0,0.0,80.0869,4.1230693,50.676037,1023.3779
Asia,2010,0.0,0.0,91.83977,5.857667,77.96537,1178.6938
Asia,2011,0.0,0.0,100.99215,10.344753,110.11321,1193.3677
Asia,2012,0.0,0.0,109.71559,15.574323,144.08229,1350.7999
Asia,2013,0.0,0.0,121.81989,29.2343,184.99315,1458.8453
Asia,2014,0.0,0.0,140.66154,59.336422,211.04466,1592.8458
Asia,2015,0.0,0.0,163.37277,91.492004,240.93576,1659.4976
Asia,2016,0.0,0.0,166.46243,138.28072,312.1903,1723.6475
Asia,2017,0.0,0.0,194.7894,217.76898,390.91745,1768.7732
Asia,2018,0.0,0.0,232.83195,310.58658,465.6706,1809.7231
Asia,2019,0.0,0.0,260.6604,391.75977,514.10986,1934.5533
Asia,2020,0.0,0.0,285.71262,467.6714,578.8373,1980.7616
Asia,2021,0.0,0.0,336.35724,579.65894,785.60724,1938.0249
Asia Pacific (BP),1965,0.0,0.0,1.644,0.0,0.0,156.08955
Asia Pacific (BP),1966,0.0,0.0,1.643,0.0,0.0,162.31183
Asia Pacific (BP),1967,0.0,0.0,1.424,0.0,0.0,152.86674
Asia Pacific (BP),1968,0.0,0.0,1.577,0.0,0.0,168.24911
Asia Pacific (BP),1969,0.0,0.0,1.608,0.0,0.0,174.1638
Asia Pacific (BP),1970,0.0,0.0,1.776704,0.0,0.0,180.71
Asia Pacific (BP),1971,0.0,0.0,1.754611,0.0,0.0,199.45708
Asia Pacific (BP),1972,0.0,0.0,1.785591,0.0,0.0,205.11601
Asia Pacific (BP),1973,0.0,0.0,1.834998,0.0,0.0,194.01163
Asia Pacific (BP),1974,0.0,0.0,2.8156047,0.0,0.0,217.9046
Asia Pacific (BP),1975,0.0,0.0,2.9736698,0.0,0.0,232.44424
Asia Pacific (BP),1976,0.0,0.0,2.9064,0.0,0.0,233.25337
Asia Pacific (BP),1977,0.0,0.0,2.941779,0.0,0.0,227.03831
Asia Pacific (BP),1978,0.0,0.0,3.2368069,0.0,0.0,237.0464
Asia Pacific (BP),1979,0.0,0.0,4.032256,0.0,0.0,256.98187
Asia Pacific (BP),1980,0.0,0.0,5.492769,0.0,0.0,273.4472
Asia Pacific (BP),1981,0.0,0.0,7.3913007,0.0,0.0,289.72968
Asia Pacific (BP),1982,0.0,0.0,16.27123,0.0,0.0,282.66718
Asia Pacific (BP),1983,0.0,0.0,18.387142,0.0,0.0,299.34137
Asia Pacific (BP),1984,0.0,0.0,20.061474,0.0,0.0,299.4067
Asia Pacific (BP),1985,0.0,0.0,21.110823,0.0,0.0,320.04462
Asia Pacific (BP),1986,0.0,0.0,22.009226,0.0,0.0,328.1591
Asia Pacific (BP),1987,0.0,0.0,22.329086,0.0,0.0,326.8913
Asia Pacific (BP),1988,0.0,0.0,24.14604,0.0,0.0,361.78625
Asia Pacific (BP),1989,0.0,0.0,26.438787,0.0,0.0,388.04352
Asia Pacific (BP),1990,0.0,0.0,22.51375,0.004,0.032323234,399.27155
Asia Pacific (BP),1991,0.0,0.0,22.994274,0.00945,0.12200091,410.52426
Asia Pacific (BP),1992,0.0,0.0,23.15172,0.0276,0.22047403,401.52466
Asia Pacific (BP),1993,0.0,0.0,23.097511,0.0431,0.31183666,440.28693
Asia Pacific (BP),1994,0.0,0.0,26.580261,0.0534,0.58358806,443.2982
Asia Pacific (BP),1995,0.0,0.0,31.112776,0.0706601,1.1216013,483.43442
Asia Pacific (BP),1996,0.0,0.0,31.652657,0.09816061,0.99120504,473.40945
Asia Pacific (BP),1997,0.0,0.0,35.280697,0.14701545,1.21395,475.89465
Asia Pacific (BP),1998,0.0,0.0,37.759834,0.20291886,1.4895501,506.6743
Asia Pacific (BP),1999,0.0,0.0,41.455635,0.2862666,2.0532491,500.24295
Asia Pacific (BP),2000,0.0,0.0,44.974827,0.42848444,2.563947,521.65295
Asia Pacific (BP),2001,0.0,0.0,45.5645,0.60850644,3.5174093,570.4633
Asia Pacific (BP),2002,0.0,0.0,47.265427,0.8291114,4.0670133,578.90875
Asia Pacific (BP),2003,0.0,0.0,49.53167,1.1165706,5.3408756,594.3545
Asia Pacific (BP),2004,0.0,0.0,53.351498,1.463785,9.186693,699.15247
Asia Pacific (BP),2005,0.0,0.0,60.51645,1.8525405,12.019194,727.9608
Asia Pacific (BP),2006,0.0,0.0,64.84644,2.291108,18.569807,801.6983
Asia Pacific (BP),2007,0.0,0.0,71.50754,2.74839,24.603132,852.17444
Asia Pacific (BP),2008,0.0,0.0,79.42048,3.33027,36.079895,997.7784
Asia Pacific (BP),2009,0.0,0.0,87.71818,4.382631,54.847977,968.0881
Asia Pacific (BP),2010,0.0,0.0,99.808716,6.738752,81.484215,1097.6714
Asia Pacific (BP),2011,0.0,0.0,109.2485,12.163278,113.55109,1117.8053
Asia Pacific (BP),2012,0.0,0.0,118.289406,17.553854,147.72359,1261.9498
Asia Pacific (BP),2013,0.0,0.0,130.23392,32.382584,188.47214,1369.885
Asia Pacific (BP),2014,0.0,0.0,148.75612,62.967415,214.27269,1523.4308
Asia Pacific (BP),2015,0.0,0.0,171.02686,95.624725,243.05782,1566.8795
Asia Pacific (BP),2016,0.0,0.0,171.41855,141.8077,311.1879,1628.7206
Asia Pacific (BP),2017,0.0,0.0,197.789,220.17581,387.15164,1673.8356
Asia Pacific (BP),2018,0.0,0.0,233.80719,309.59854,462.09122,1727.2189
Asia Pacific (BP),2019,0.0,0.0,259.0397,390.25864,511.61475,1791.0603
Asia Pacific (BP),2020,0.0,0.0,281.86713,466.6904,575.12225,1862.8567
Asia Pacific (BP),2021,0.0,0.0,329.44208,581.505,779.175,1851.6252
Australia,1965,0.0,0.0,0.296,0.0,0.0,7.689756
Australia,1966,0.0,0.0,0.284,0.0,0.0,7.3450427
Australia,1967,0.0,0.0,0.29,0.0,0.0,7.6057873
Australia,1968,0.0,0.0,0.282,0.0,0.0,7.9505005
Australia,1969,0.0,0.0,0.281,0.0,0.0,8.684121
Australia,1970,0.0,0.0,0.261,0.0,0.0,10.170687
Australia,1971,41.201,0.0,0.263,0.0,0.0,11.507442
Australia,1972,43.73,0.0,0.28,0.0,0.0,11.553314
Australia,1973,52.662,0.0,0.338,0.0,0.0,12.285839
Australia,1974,55.974,0.0,0.429,0.0,0.0,13.87392
Australia,1975,58.406,0.0,0.489,0.0,0.0,14.887801
Australia,1976,60.843,0.0,0.484,0.0,0.0,14.153859
Australia,1977,68.911,0.0,0.429,0.0,0.0,13.54395
Australia,1978,71.507,0.0,0.405,0.0,0.0,14.675349
Australia,1979,74.856,0.0,0.418,0.0,0.0,14.246056
Australia,1980,81.907,0.0,0.385,0.0,0.0,13.466598
Australia,1981,87.728,0.0,0.404,0.0,0.0,13.8663435
Australia,1982,90.301,0.0,0.516,0.0,0.0,12.770334
Australia,1983,92.954,0.0,0.431,0.0,0.0,12.123648
Australia,1984,98.977,0.0,0.441,0.0,0.0,13.125949
Australia,1985,105.542,0.0,0.456,0.0,0.0,13.940511
Australia,1986,110.412,0.0,0.46,0.0,0.0,14.025799
Australia,1987,117.456,0.0,0.47,0.0,0.0,13.613796
Australia,1988,123.265,0.0,0.731,0.0,0.0,14.334444
Australia,1989,131.817,0.0,0.81,0.0,0.0,14.253669
Australia,1990,139.389,0.0,0.7595,0.0,0.0,14.7595
Australia,1991,139.946,0.0,0.7195,0.00545,0.0,15.6535
Australia,1992,143.107,0.0,0.67,0.0121,0.0,15.9415
Australia,1993,146.016,0.0,0.67,0.0146,0.002,16.387
Australia,1994,150.127,0.0,0.6965,0.0174,0.0055,16.15
Australia,1995,156.174,0.0,0.8255,0.02115,0.007,15.631
Australia,1996,160.913,0.0,0.9465,0.0256,0.007,15.9685
Australia,1997,165.092,0.0,0.997,0.03065,0.0075,15.9525
Australia,1998,178.571,0.0,1.081,0.0356,0.018,15.798
Australia,1999,186.229,0.0,1.1335,0.0406,0.043,16.2815
Australia,2000,192.274,0.0,0.8895,0.04675,0.134,16.4665
Australia,2001,206.103,0.0,0.7975,0.05415,0.287,16.1235
Australia,2002,209.504,0.0,1.2668,0.0583,0.53355,16.095
Australia,2003,201.967,0.0,1.6918,0.0632,0.70405,16.21055
Australia,2004,209.53,0.0,2.81525,0.07295,0.795,15.68665
Australia,2005,208.244,0.0,3.871,0.08405,1.29905,15.4657
Australia,2006,211.085,0.0,3.9325,0.0975,2.1621,14.9451
Australia,2007,221.966,0.0,4.275,0.11375,2.8521,13.04895
Australia,2008,223.347,0.0,3.6961,0.1392,3.45845,11.81515
Australia,2009,229.493,0.0,2.7868,0.29024202,4.43775,12.64205
